movie_id,keywords
8989,"baseball,femme fatale,devil"
8998,hollywood
9004,"computer,baseball,autopilot,forest,south carolina,family relationships,robot,boy genius,childhood,gate,piano,robot boy"
9005,"small town,based on novel or book,police,arizona,biography,based on true story,woods,alien,ufo,extraterrestrial,alien abduction,search party,media coverage,logger,kidnapped"
9008,"monster,insanity,scotland yard,sequel,murder,on the run,black and white,scientist,madness,invisible person,framed for murder,escape from jail,invisibility,invisible man"
9010,"test of courage,belgium,crush"
9018,"palestinian-israeli conflict,journalism,translation,manipulation of the media,iraq,reporter,iraq war,baghdad,mass media,us military,woman director,usa foreign policy"
25746,"paris, france,based on novel or book,death sentence,black and white,silent film,hunchback,notre dame cathedral,roma"
25750,"pickpocket,amateur detective,slapstick comedy,jungle,black and white,motorcycle,false accusations,silent film,projectionist,booby trap,handkerchief,magnifying glass,railyard,banana peel,pearls"
25752,"silent film,college american football"
25753,"gold,greed,marriage,lottery,gold mine,money,tragedy,murder,poverty,wedding,dentist,death,silent film,lottery ticket,compulsive hoarding,partially lost film"
25757,"new york city,dancer,parent child relationship,san francisco, california,jewish ghetto,generations conflict,jewish life,black and white,blackface"
25769,"wind,river,girlfriend,jail,steamboat,black and white,makeover,rescue from drowning,silent film,barbershop,carnation,father son reunion,catastrophe,rich man,unlikely hero,business rivalry,steamboat captain,hat shopping,falling building,violent storm"
25771,"dreams,midnight movie,donkey,cloud,razor,ant,surreal,surrealism,priest,death,psychotronic,severed hand,piano,short film"
25773,"robbery,based on novel or book,gangster,crime boss,rise and fall,murder,organized crime,pre-code,teetotaler"
25782,"paris, france,suicide attempt,bourgeoisie,tramp,seine,mistress,house guest,clochard,adulterous wife,adulterous husband"
25788,"chicago, illinois,sibling relationship,based on novel or book,police,prohibition era,alcohol,gangster,gang war,beer,ambition,film noir,murder,mobster,black and white,pre-code"
25795,"adultery,new york city,businessman,blackmail,great depression,based on play or musical,alcoholism,social satire,debt,extramarital affair,socialite,pre-code,eviction,financial problem,heart condition,financier,shipping magnate,dinner party,socialite party,shipping company,unhappy marriage,stage actress,fading star,stage actor,suicide by gas,corrupt businessman,theatrical agent,theatre producer"
25797,"mistaken identity,musical,great depression,songwriter,pre-code,hard times,chorus girl,broadway musical,hidden identity,show girls"
25805,"depression,marriage,surrealism,underwater,barge,marital problem"
25825,"small town,kidnapping,trial,love,money,revenge,film noir,murder,jail,presumed dead,lynch mob,engaged couple,fury,innocent man,rush to judgment"
25826,"newspaper,fishing,marriage,love,lawyer,reporter,wedding,divorce,screwball comedy,high society,editor,libel"
25827,"new york city,newspaper,small town,postcard,money,lawyer,reporter,black and white,vermont,heir,tuba,tuba player,damsel in distress"
25833,"paris, france,courtesan,terminal illness,death,illness,tuberculosis,star crossed lovers,camelia,dying in arms"
25834,"fishing,fisherman,spoiled child,coming of age,fishing boat,ice cream parlor,schooner,accident,trawler,portuguese fisherman"
25841,"roommates,based on play or musical,boarding house,producer,audition,stage play"
25850,"new year's eve,sibling relationship,holiday,romantic comedy,sister,free spirit,best friend,mansion,alcoholic,millionaire,screwball comedy,stubbornness,marriage engagement,high society,social class,christmas,college professor,drunkard,wealthy family"
25855,"prohibition era,gangster,great depression,1920s"
25856,"jealousy,sibling relationship,based on novel or book,love of one's life,central and south america,rags to riches,rivalry,yorkshire,moor (terrain),19th century"
25865,"based on novel or book,singapore,plantation,letter,film noir,murder,malaya,murder suspect"
25870,"angel,boxer,saxophone,reincarnation,airplane accident,screwball comedy,prizefight"
25886,"amnesia,based on novel or book,world war i,musical,romance,1940s,weepie"
25898,"denmark,pastor,witchcraft,witch hunt,17th century"
25923,"london, england,based on novel or book,escaped convict,orphan,spinster,19th century,benefactor"
25937,"show business,musical,man woman relationship,stage show,easter,song and dance,glamour,dance team,1910s"
25940,"new york city,shanghai, china,court,aquarium,san francisco, california,yacht,insurance fraud,romantic rivalry,blonde,film noir"
25946,"paris, france,based on novel or book,villainess,fencing,sword fight,swordsman,royalty,historical fiction,musketeer,gascon,cavalry,jewel thief,swashbuckler,palace intrigue,17th century,aristocracy"
25947,"suspicion,orchestra,older man younger woman relationship,private detective,symphony,orchestra conductor"
25952,"based on novel or book,wife,boat,picnic,marriage,letter,radio,flashback,black and white"
25959,"musical,annie oakley,sharpshooter,wild west show"
25962,"based on novel or book,africa,diamond mine,wildlife,jungle,animals,adventurer,allan quatermain,19th century"
25963,"mexico city, mexico,slum,approved school ,homelessness,juvenile delinquent,rebellious youth,older woman younger man relationship"
25996,"career,husband wife relationship,musical,alcoholism,remake,fame,los angeles, california,partially lost film,fading star"
25999,"motorcycle,motorcycle gang"
26002,neo-noir
26003,"destruction of a civilization,nazi,germany,world war ii,prisoner of war,auschwitz-birkenau concentration camp,torture,short film"
26038,"romance,teacher crush"
26048,"japan,world war ii,recruit,sequel,conscientious objector,pacific war,military,japanese army,foxhole,trenches,imperial japan"
26052,"prison,france,unsociability,pickpocket,modern society,materialism,black and white"
26059,"widow,tokyo, japan,hostess"
26073,"japan,china,world war ii,prisoner of war,manchuria,sequel,soldier,chinese,japanese army"
26078,"usa president,washington dc, usa,based on novel or book,senator,politician,based on play or musical,anti-communism,senate hearing,secret past,usa politics,secretary of state,usa senate,preserved film"
26082,"suicide,japan,samurai,asia,flashback,revenge,poverty,seppuku,ronin,jidaigeki,17th century,shogunate,complex,bushi,tense,excited"
26084,"musical,midwest,trombones"
26085,"exotic island,mutiny,captain,heart-throb,tahiti,import,18th century,high seas,mutiny on the bounty"
26116,"southern usa,insanity,highway,cousin,family secrets,murder,mansion,psychological thriller,love affair,housekeeper,death,mental illness,recluse,southern belle,shock,southern gothic,hagsploitation"
26122,"japan,samurai,jealousy,desertion,hold-up robbery,bamboo hut,survival,murder,demon,jidaigeki,sengoku period,14th century"
26124,"planet mars,space mission,gay interest,astronaut,monkey,alien space craft"
26131,"revolution,algerian,insurrection,algiers, algeria,resistance fighter,north africa,algerian war (1954-62),battle of algiers,struggle for independence,anti-colonialism,maghreb,djazair,independance war"
26133,"holiday,tree,cartoon,christmas"
26142,"mexico,prisoner of war,apache nation,raid,confederate"
26147,"library,social worker,fruit"
26150,"rape,christianity,monk,artist,cathedral,crucifixion,famine,painter,icon,biography,tatars,teacher,bell,torture,massacre,brutality,middle ages (476-1453),monastery,tartar,bell maker,15th century,religious vow"
26151,"suicide,rape,countryside,misery,donkey,gang leader,youth gang,cruelty,burden,beast of burden,transcendence,purity,pride,animal cruelty,riding a donkey,abusive boyfriend,peasants"
26152,"rescue,submarine,missile,superhero,shark attack,parody,based on comic,shark,super power,shark repelent,black cat,super villain,vigilante justice,good versus evil,based on tv series"
26158,"based on novel or book,world war ii,coming of age,railroad,sexual awakening,czech new wave,czech resistance"
26159,"hitman,yakuza,tokyo, japan,japanese noir,1960s,japanese new wave"
26169,"assassin,hitman,yakuza,organized crime"
26171,"paris, france,modernity,restaurant,modern society,glass,american tourist,steel"
26172,"based on novel or book,overdose,alcatraz prison,revenge,organized crime,los angeles, california,neo-noir,left for dead,parker"
26176,"insane asylum,mental patient,direct cinema,criminally insane,medical documentary,abusive,disturbing"
26183,"egypt,jealousy,cairo,magic,village,queen,architect,cartoon,palace,cleopatra,based on comic,ancient egypt,pharaoh,warrior,1st century"
26184,"husband wife relationship,smuggling (contraband),undercover agent,espionage,seduction,police station,broken arm,dream sequence,arm injury"
26195,"social documentary,cultural conflict,social & cultural documentary,music documentary,cultural change,cultural history,the rolling stones"
26198,"nurse,widow,parent,sibling"
26225,"knee,sexual desire"
26231,"london, england,rock star,sexuality,gangster,heroin,exploitation,surrealism,celebrity,basement,magic mushroom,androgyny,drugs,policeman,phone call,neo-noir,violence"
26236,"civil war,desert,red army,1910s"
26237,"california,police brutality,free love,students' movement,1970s,counter-culture,desert,student protest,death valley,pink floyd"
26242,"california,panic,chase,gas station,falsely accused,cliff,deputy,car crash,truck,salesman,stalking,cowardliness,desert,truck driver,based on short story,road rage,school bus,dangerous driving,eighteen wheeler,locked bumpers,overheating,railroad crossing"
26249,"gunslinger,sheriff,saloon,brother,ranch,settler,fake identity,parody,slapstick comedy,drifter,cowboy,mormon,spaghetti western,identity theft"
26258,"mass murder,symbolism,mystic,surreal,symbol,god,confrontation,desert,religious cult,gunfighter,journey,spiritual quest,underground cavern,mystical,totem,cave dwellers,village massacre"
26265,"egypt,immortality,organ,sequel,murder,mad doctor,tomb,egyptian mythology"
26283,"small town,suicide,sheriff,based on novel or book,hitman,new mexico,pilot,stolen money,mafia,bank robbery,desert,bank heist"
26285,"future,artificial intelligence (a.i.),boredom,space travel,destruction of planet,anarchic comedy"
26303,"police,insanity,detective,hallucination,witness,murder,neighbor,psychic,model,twins,evil,report"
26308,"love,sculptor,turkish"
26313,"friendship,casino,poker,gambling,fight,gambling debt,roulette,broken nose,stripper,racetrack,craps"
26317,"infidelity,airplane,bangkok, thailand,sexual fantasy,sexual arousal,promiscuity,softcore,erotic movie"
26322,"helicopter,police,car thief,mustang,grand theft auto,car robbery,eleanor"
26326,"mexico,paraplegic,christianity,religion and supernatural,symbolism,surreal,satire,surrealism,thief,enlightenment,avant-garde,crucifix,blasphemy,alchemy,psychedelic,alchemist"
26340,"gladiator,rome, italy,roman empire,magic,village,cartoon,roman,mythology,ancient rome,based on comic,alternate history,historical fiction,1st century,celts,centurions"
26344,"france,heroin,detective,marseille, france,drug addiction,investigation,cold turkey,policeman,illegal drugs"
26347,"new year's eve,friendship,based on novel or book,sauna,romantic comedy,romance,drunk,comic drunk,love destiny"
26350,"hotel,journalist,london, england,barcelona, spain,africa,war correspondent,identity,munich, germany,passport,europe,truck,reporter,desert,guide,identity swap,republic of chad,african revolutionaries,gaudi"
26357,"seduction,sister,anthology,evil doll,horror anthology"
26359,"epic,italy,resistance,fascism,peasant,world war ii,execution,brutality,death,catholicism,land owner,communism,class struggle"
26365,"android,journalist,clone,killer robot,robot as menace,reporter,doppelgänger,world domination"
26366,"strike,kentucky,mining,working class,union,labor,labor union,woman director,miners strike,preserved film,black lung,united mine workers"
26375,"two man army,kansas, usa,train,theft,false accusations,semiautomatic pistol,sleeping car"
26386,"hitman,vertigo,lighthouse,satire,industrialist,spoof,bird droppings"
26391,"new york city,jazz,jazz singer or musician,saxophonist,borderline personality disorder,aspiring singer,falling in love,band singer,post world war ii,egomaniac,passive aggression,singer-songwriter,failing marriage,nightclub singer,struggling career,1940s,violent man,manipulated woman"
26394,"infidelity,new york city,jealousy,midlife crisis,ambition,rivalry,feud,ballet,falling in love,choreography,drunkenness,carnegie hall,ballet company,triumph,prima ballerina,mother daughter relationship"
26399,"martial arts,kung fu"
26401,"martial arts,sword and sorcery"
26409,"1970s,politician,cloning,desert,body part,human cloning"
26413,"martial arts,beggar"
26422,"vietnam war,new york city,army,hippie,free love,commune,musical,skinny dipping,lgbt,1960s,gay theme"
26429,"new york city,vampire,coffin,romantic comedy,spoof,disco,horror comedy,dracula"
26464,"vietnam veteran,high technology,high tech surveillance,los angeles, california,co-workers relationship,helicopter pilot,prototype,boyfriend girlfriend relationship,police surveillance,traumatized man"
26467,"high school,environmental protection agency,nuclear war,isolation,darkness,radiation,chaos,refugee,refugee camp,cold war,insanity,nuclear radiation,delirium,hysteria,kansas, usa,lawlessness,end of the world,nuclear explosion,nuclear holocaust,disaster,apocalypse,armageddon,anarchy,nuclear,nuclear threat,nuclear fallout,mushroom cloud,disfigurement,radiation sickness,catastrophe,revolver,nightmare becomes reality,world war iii,epa,mass destruction,emp,mass grave,mass killing,destroyed city,nuclear winter,psychotronic film,post apocalypse,ensemble cast,college campus,danger,pandemonium"
26471,"stand-up comedy,crude humor"
26472,"immigrant,mexico,indigenous,immigration,illegal immigration,american dream,usa–mexico border,border crossing,fugitive,undocumented immigrant,guatemala,underground tunnel,illegal border crossing,guatemalan civil war,brother sister relationship,undocumented worker,maya,preserved film,rats"
26492,"nazi,anthology,remake,zone"
26498,"romance,boy meets girl"
26504,"parent child relationship,espionage,spy,traitor,treason,murder,criminal,disbelieving adult"
26510,"rescue,space marine,monster,parent child relationship,magic,fairy tale,bravery,forest,caravan,space,spin off"
26523,"holiday,santa claus,gore,murder,decapitation,serial killer,orphan,killer santa claus,christmas,person snapping,santa,santy"
26524,"california,assassination,politics,san francisco, california,1970s,mayor,civil rights,politician,biography,double murder,political assassination,political campaign,envy,lgbt,charismatic leader,lgbt activist,neighborhood,stigma,representation,small business,politician death,gay history,gay theme,lgbt activism,lgbt rights,american history"
26527,"prostitute,husband wife relationship,madrid, spain,sadism,taxi driver,hustler,dark comedy,housewife,telekinesis,murder,paedophilia,writer,suburb,drugs,family,illegal prostitution"
26528,"canada,sibling relationship,based on novel or book,village,love,school,miniseries,best friend,orphan,historical"
26539,"parent child relationship,profession,failure,extramarital affair,family conflict"
26542,"kingdom,village,liberation,coronation,miracle,sequel,royalty,raid"
26547,"martial arts,kung fu,undercover,chase,gangster,fistfight,car crash,sword fight,murder,organized crime,police chase,hong kong,action hero,awestruck"
26554,"research,government,experiment,based on novel or book,bomb,sun,post-apocalyptic future,earth,alone,laboratory,disappearance,disaster,apocalypse,explosion,trust"
26555,"central intelligence agency (cia),missile,spy,cold war,asia,kgb,bait"
26562,"escape,kgb,tap dancing,ballet,airplane crash,siberia,emigrant,bolshoi ballet"
26564,"jazz,biography"
26567,tropical island
26578,"world war iii,philosophical,reflective,enchant"
26585,"prison,sibling relationship,snake,observer,conciliation,arrest,triade,revenge,counterfeit,hong kong,police officer"
26590,"army,mutation,battle assignment,boot camp,based on toy"
26593,"future,mutation,mutant,post-apocalyptic future,amphibie,apocalypse,psychotronic"
26599,"sibling relationship,madrid, spain,movie business,longing,murder,extramarital affair,lgbt,trans woman,gay theme"
26603,"research,dreams,obsession,secret society,time travel,satan,anti-christ,artifact,priest,los angeles, california,church,demon,satanic cult"
26606,"rescue,elope,monsters of the wild,hell storming,spirit,ghost"
26622,"mentally disabled,garbageman ,brother,physical abuse,mentally handicapped man,medical student,suppressed memory,pittsburgh, pennsylvania,intellectual disability,anger issues,fraternal twins,protective brothers,abused child,forgotten memory,brotherly love,father kills son"
26629,"clown,ice cream truck,lovers lane,shadow puppet,evil clown,whimsical"
26630,"dancing,drug crime,gangster,entertainer,parody,stop motion,live performance,robot,claymation,live action and animation"
26631,"bunny,surreal,stop motion,based on children's book,talking meat"
26645,"class differences,twins,twins separated at birth,switched at birth,woman director"
26662,"witch,clock tower,bicycle accident,female friendship,bakery,coming of age,cartoon cat,cartoon dog,baking,seaside town,talking cat,courier service,delivery service,anime,adventure,amused"
26676,angel
26680,"prison,rock 'n' roll,jealousy,stage,musical,arrest,singer,tears,juvenile delinquent"
26681,"vietnam war,vietnam,killing"
26686,"daughter,parent child relationship,loss of loved one,satan,fatherhood,ghost,father son relationship,father daughter relationship,family comedy,fantasy comedy"
26694,"adultery,drowning,sadism,murder,accidental death,modern china,technicolor,abuse,spouse abuse,illicit love,patricide"
26695,"gangster,based on true story,twins,1960s,gay theme"
26696,"drug dealer,martial arts,street gang,sports,upper class,foreign legion,fistfight,foreign legionaire,revenge,class differences,underground fighting,street life,street fight,warrior,action hero"
26700,"nun,gangster,drug trafficking,stolen money,chinese mafia,crook couple,flight,crook,money,on the run,hospital,peekaboo,monastery,hoodlum"
26701,"police,mecha,robot,adult animation,anime,real robot"
26704,"new york city,sibling relationship,mafia boss,irish mob,crime family,homecoming,little italy,st. patrick's day,american mafia,mob family,hell's kitchen"
26713,"fight,underwear,rain,radio,kiss,philippines,beating,prostitution,drink,sailor"
26717,"nihilism,necrophilia,pregnancy,razor,gore,surrealism,woods,anthropology,cruelty,brutality,transcendence,capture,self mutilation,desolation,epileptic,nomad,mother earth,body horror,experimental film,avant garde,disembowelment,cult film"
26726,"boarding school,holiday,bus ride,thanksgiving,prank,homeless shelter,road movie"
26729,"movie business,philippines,behind the scenes,madness,ego,making of,life imitates art,woman director,typhoon"
26732,"sicily, italy,gangster,bus driver,fool,femme fatale,mafia,falling in love,sicilian mafia,doppelgänger"
26736,"martial arts,based on manga,held captive,death,animal abuse,knocked out,megalomaniac"
26741,"chase,mannequin,magic,department store,foreigner,prince,cadillac,time travel,hot air balloon,credit card,sword fight,sorcerer,fish out of water,dating,fashion,disguise,pop music,makeover,security guard,lgbt,dance club,videotape,eating out,heroic rescue,shopping montage,mannequin come to life"
26743,"countryside,country life,marriage,folk music,flashback,school,anime"
26745,"materialism,financial transactions"
26750,"chase,australian outback,australian western"
26764,"martial arts,captain,washington dc, usa,superhero,wretch,based on comic,terrorism,super villain"
26765,"martial arts,hostage,boat,spoof,terrorism,based on manga"
26776,"beach,mediterranean,italy,fascism,transformation,singer,war hero,nostalgic,air pirate,anime,playful,witty,adventure"
26777,"orphanage,policeman"
26778,"sports,corporate,stepson,cross dressing,football (soccer),kids’ sports team"
26782,mambo
26791,"based on novel or book,nazi,germany,double agent"
26792,"martial arts,hero,karate,bullying,bully,teenage crush,teenage boy,high school student,martial arts tournament,martial arts training,chinese restaurant,asthmatic,nunchaku,daydreaming,sidekick,gym instructor,action hero,student mentor relationship,parent teacher romance,training-montage,idol,gym class"
26796,"obsession,violin,love,friends"
26797,"cinematographer,filmmaking,film production,cinema history,art documentary,cinematography"
26810,"nurse,cat,torture,buxom,groping,gas mask"
26812,dinner party
26819,"prison,future,escape,cyborg,married couple,dystopia,evil corporation,population control,action hero"
26828,"nanny,wrestler"
26838,"parent child relationship,rock music,train"
26840,"japan,beach,yakuza,knife,bullet wound,gun violence,playfulness"
26854,"experiment,superhero,sequel,scientist"
26861,"transformation,surreal,machine,amusement park,circus freak,freaks"
26865,"martial arts,kung fu,fistfight"
26870,"sports,baseball,sequel,sports league"
26871,"daughter,holiday,vacation,family holiday,caribbean sea"
26901,"bounty hunter,montana,mountain,forest,anthropologist,cheyenne,native american tribe"
26903,"dreams,library,italy,violin,writing,education,love,train,based on manga,cartoon cat,high school student,nostalgic,violin maker,grade,anime,reflective,inspirational,whimsical"
26913,"martial arts,street fighter,based on video game,shounen,action game"
26928,"beach,waitress,holiday,coming of age,graduate"
26940,"talk show,late night,woman director"
26947,"drug dealer,copenhagen, denmark,police operation,drugs,nordic noir"
26958,"marriage proposal,make a match"
26965,"prison,sports,politics,boxer,love"
26974,"tornado,dark comedy,male friendship,ohio,suburbia,vulgarity,prostitution,home invasion,albino,glue sniffing,animal cruelty,sister sister relationship"
26985,"future,hacker,computer virus,video game,virtual reality,dystopia,unrequited love,cyberpunk,torture,cyberspace,alternative reality"
26999,"friendship,baby,africa,lion,shakespeare in modern dress,father daughter relationship,familiar"
27003,"martial arts,monster,sword fight,dragon,massacre,battle,adventurer,based on myths, legends or folklore,warrior,action hero,beowulf"
27006,"cinema on cinema,yellow press,movie business,biography,anti-semitism,filmmaking,movie star,based on movie,1940s,aspiring director"
27008,"sheriff,vampire,nationalbank,bank robbery,hoodlum"
27020,"aids,biography,addiction,mockumentary,fashion,top model"
27022,"drug dealer,marijuana"
27032,"airplane,fight,africa,secret agent,fistfight,commando"
27074,"helicopter,dystopia,utopia,woman director"
27075,"hotel,butler,family relationships,campy,addams family"
27105,purgatory
27124,friendship
27134,"virgin,detective,delinquent,investigation,eternal youth,steampunk,alchemy,alchemist"
27140,"life and death,relatives,murder,los angeles, california,bound and gagged,evil,candyman"
27155,"joker,superhero,super power,superhuman strength,masked superhero"
27156,"philosophy,insanity,post-apocalyptic future,futuristic,end of the world,mecha,avant-garde,meaningless existence,rebirth,anime,psychological terror,based on tv series,existential horror,alternate ending,experimental surrealism"
27176,"new york city,hip-hop,graffiti,subculture,new york subway,subway train,breakdancing"
27178,"holiday,sun,solar eclipse,highway,summer,summer vacation,hitchhiking,hamburg, germany"
27186,"folk,power of goodness,folktale,bad witch,cultures of west africa,african tale,french"
27193,"paris, france,yakuza,police operation,special unit"
27246,"sexuality,1970s,lesbian relationship,marijuana,feminist,lgbt,multiple storylines,woman director,1960s"
27255,"small town,engineering,rural area,fish out of water,iran"
27266,"android,regret,lovesickness,jealousy,soulmates,based on novel or book,love of one's life,sexuality,symbolism,melancholy,nostalgia,womanizer,murder,author,hong kong,train,break-up,illegal prostitution,extramarital affair,sensuality,2040s,christmas eve"
27311,"dystopia,superhero,cartoon,killer satellite,cyberpunk,super power,save the neighborhood,super villain,masked superhero,save the day,teen superhero,good versus evil,based on tv series,direct to video,dc animated universe (dcau)"
27317,"sadism,man looking for wife,psychological thriller,torture,pretty woman"
27320,"satire,surrealism,futuristic,doomsday"
27328,"gangster,yakuza,dark comedy,satire,absurdist"
27329,"child murder,interview,arkansas,crime scene,defense attorney,mistake of law,evidence,west memphis three"
27368,"egypt,magic,palace,civil engineer,cleopatra,ancient rome,ancient world,based on children's book,ancient egypt,grand,witty"
27369,"high school,teen movie,summer vacation,based on tv series"
27370,"night shift,road trip,cafe"
27373,"sports,baseball,historical figure,baseball hall of fame,major league baseball (mlb)"
27397,"border,korean war (1950-53),soldier,united nations,dmz,korean army,inter-korean relations"
27408,"berlin, germany,based on novel or book,villa,hitman,bratva (russian mafia),greed,milan,assignment,insult,remake,woman director"
27416,"salesclerk,immigrant,erection,wedding vows,parent child relationship,sweden,impotence,girlfriend,coercion,friends,dog"
27420,woman director
27426,"martial arts,robbery,spy,turkey,organized crime,reporter,hong kong,fighting,action hero,seoul, south korea"
27434,"spain,loss of loved one,psychopath,child murder,solar eclipse,haunted house,family,ritual sacrifice,dead children,mass child killing,blood sacrifice,ghost child,sacred architecture,child sacrifice"
27441,"vampire,military base,jeep,vampire hunter (slayer),murder,anime,horror"
27450,"magic,indian territory,marshal,native american,based on comic,outlaw,demon,wild west,19th century"
27473,"competition,psychopath,fbi,serial killer,university"
27478,"hip-hop,rapper,prime minister,minister,satire,parliament,marijuana,gang,youth center"
27480,"japan,rape,gangster,yakuza,dark comedy,cigar smoking,sequel,shootout,massacre,sunglasses,death,childhood friends,wings"
27482,"hacker,riddle,detective,mathematics,claustrophobia,maze,cube"
27491,"depression,suicide,isolation,afterlife,alienation,flashback,loneliness,internet,tokyo, japan,co-workers relationship,atmospheric,missing person,urban decay,ghost,allegorical,computer class,college student,personal computer,relevance,remade,apartment"
27513,"suburbian idyll,new love,jealousy,alcohol,heat,longing,bad luck,fate,summer,suburb,drugs,vienna, austria,existence"
27523,"subway,based on memoir or autobiography,stranger,boyfriend girlfriend relationship,drunkenness"
27537,"loser,bullying,leere,best friend,cowardliness"
27539,"small town,competition,coffin,politician,run away,falling in love,grave digger"
27549,"japan,gun,cyborg,post-apocalyptic future,dark comedy,surreal,sequel,flashback,futuristic,male homosexuality,cyberpunk,hong kong,robot,sunglasses,drug overdose"
27555,"friendship,beer,cancer,found footage,canuxploitation"
27563,"suicide,mountain,musical,psychotronic"
27584,"baby,coma,shotgun,pregnancy,victim,forest,road trip,whiskey,grandparents,cabin,car accident,family,celebration,time freeze ,madness,destination,unfaithful,christmas,road sign,christmas eve"
27592,"transplantation,revenge,organ donation"
27595,"vampire,musical,b movie,taunting,anarchic comedy,understated"
27604,"suicide,japan,investigation,website"
27618,"dying and death,future,hunter,technology,time travel,time machine,romance,cloning,dinosaur,scientist,based on short story,alternative reality,alternate timeline,changing the past or future,allosaurus,butterfly effect,evil scientist,2050s"
27619,"pig,africa,lion,sequel,royalty,best friend"
27627,"hit-and-run,disabled,cerebral palsy,abandoned,prison release"
27644,eroticism
27660,"martial arts,artificial intelligence (a.i.),hacker,virtual reality,dystopia,post-apocalyptic future,cyberpunk,adult animation,multiple storylines,alternative reality,matrix,short compilation,anime,action hero,supernatural power"
27664,"prostitute,rape,drug abuse,ambulance,ex-girlfriend,road trip,loneliness,memory,motorcycle,driving,intimacy,vulnerability,experimental cinema"
27667,"japan,haunted house,stalker,curse,fear,vengeful ghost,ghost"
27674,"robbery,police,ambulance,chase,alcohol,gun,vandalism,arrest,cop,murder,crash,connected,frantic,absurd,suspenseful,bewildered,farcical"
27683,"small town,miner,creature,graboids,giant worm,man eating monster"
27685,"high school,sports,competition,cheerleader,adversary,cheerleading,cheering crowd"
27689,"ritual,monk,minister,murder,apocalypse"
27692,"mexico,mexican revolution,biography,pancho villa"
27695,"mexico,hacker,bratva (russian mafia),hoodlum,voyeurism"
27704,"island,loss of loved one,sequel,terrorism,death game"
27705,"prison,martial arts,showdown,prisoner,wrestling,revenge,prison sentence,inmate,prison riot,fight to the death,action hero"
27706,"steampunk,orphan,orphan siblings,unfortunate,based on young adult novel"
27716,"brother,black humor,butcher,butcher's shop,car crash"
27721,"prostitute,amnesia,paris, france,world war i,loss of loved one,bodily disabled person,wheelchair,lighthouse,lighthouse keeper   ,verdun,airship,disappearance,teenage crush,soldier,private detective,missing person,polio,trenches"
27722,"sibling relationship,library,suicide attempt,bangkok, thailand,car accident,accidental death,perfectionist"
27728,"future,android,cyborg,elite unit,sexual violence,futuristic,cyberpunk,hong kong,anime"
27731,"chase,cat,self-discovery,maze,human animal relationship,prince,crow,sequel,anthropomorphism,grass,sword fight,based on manga,kindness,protector,compassion,tower,schoolgirl,schoolgirl uniform,cat vs bird,talking cat,bride-to-be,anime,japanese school,anthropomorphic animal,animal transformation,adventure"
27741,"daughter,japan,samurai,based on novel or book,sword,mission of murder,teacher,sword fight,honor,period drama,historical,widower,jidaigeki,feudal japan,19th century,bushi,bakumatsu,earnest,sincere"
27744,"love,old man,memory,holocaust (shoah) survivor,compassion,photographic memory,lgbt interest"
27746,"transformation,werewolf"
27768,"mistaken identity,psychiatric ward,marriage problems"
27769,"infidelity,new york city,snake,cheating,cocaine,rehabilitation,marriage,addiction,infertility,drugs,extramarital affair,new york state,woman director"
27772,"dying and death,japan,primal fear,panic,restart,supernatural,egomania,remake,mysterious,sinister,ominous"
27773,"daughter,rage and hate,hostility,transformation,imprisonment,dark comedy,hypnosis,sushi restaurant,notebook,time,sin,alcoholism,flashback,revenge,loneliness,torture,based on manga,urination,rage,anger,catholic,incest,shocking,aggressive,captivity,neo-noir,father daughter relationship,asian origins,remade,south korea,hammer,driven to suicide,suspenseful,tragic"
27778,"bite,transformation,forest,sister,best friend,werewolf"
27784,"mass murder,restaurant,victim,knife,friends,clinic,spirit,series of murders,death,phone call,murder hunt,remade"
27788,"amnesia,experiment,smoking,psychology,hallucination,time travel,medicine,iraq war veteran,love,psychologist,soldier,psychiatrist,vermont,dead,wrongful arrest,near-death experience,truck stop,murder of a police officer"
27790,"robbery,beheading,miracle,hallucination,stolen money,materialism,liverpool, england,drug use,marijuana,apparition,animated scene,catholic,mormon,saints,christmas,mother son relationship,brother brother relationship"
27793,"general,extraterrestrial technology,troops,us army,alien life-form,creature"
27801,"martial arts,fighter,thailand,sculpture,muay thai,gay interest,fate,powerful"
27802,"police,undercover,gangster,chinese mafia,triade,murder"
27803,"dying and death,sibling relationship,intensive care,paraplegic,freedom,ladykiller,wheelchair,biography,galicia, spain,bathing accident,romance,foreign language,lawyer,sailor,euthanasia,dignity"
27808,"immigrant,class society,mother,husband wife relationship,single parent,language course,upper class,parent child relationship,class,illegal immigration,language barrier,family's daily life,platonic love,deceived husband,usa–mexico border,biography,relationship problems,milieu,hysteria,single,american,father figure"
27815,"penalty,boarding school,choir,diary,musical,boys' choir,dormitory,principal,boys' boarding school,1940s"
27816,"nazi,winter,bravery,world war ii,belgium,slaughter,soldier,mormon missionary,behind enemy lines,1940s,american soldiers"
27820,"shepherd,tradition,ritual,violin,pregnancy,mother role,sandstorm,family's daily life,wilderness,camel,gobi desert,mongolia,complicated birth,survival,vagabond,family,woman director"
27821,"destruction of a civilization,new york city,assassination,dictator,africa,resistance,fbi,revenge,murder,united nations,witness to murder,resistance fighter"
27822,"cataclysm,diving,red sea,primal fear,nightmare,panic,scuba diving,shark,scuba"
